Order_ID,Order_Date,Category,City,Price,Quantity,Revenue,Year,Month,Day,Weekday,Product
2038,2025-11-26,Furniture,Delhi,4795,5,23975,2025,11,26,Wednesday,Headphones
2039,2024-07-29,Sports,Mumbai,473,2,946,2024,7,29,Monday,Keyboard
2040,2026-06-12,Sports,Chennai,4533,7,31731,2026,6,12,Friday,Phone
2041,2025-03-14,Furniture,Bangalore,3523,8,28184,2025,3,14,Friday,TV
2042,2024-10-26,Furniture,Bangalore,1093,10,10930,2024,10,26,Saturday,Watch
2043,2025-04-06,Sports,Chennai,1672,3,5016,2025,4,6,Sunday,Shoes
2044,2026-02-11,Clothing,Bangalore,692,5,3460,2026,2,11,Wednesday,Shoes
2045,2025-12-11,Groceries,Mumbai,4725,6,28350,2025,12,11,Thursday,Keyboard
2046,2025-10-13,Clothing,Chennai,2868,1,2868,2025,10,13,Monday,Bag
2047,2025-02-21,Electronics,Mumbai,2375,3,7125,2025,2,21,Friday,Camera
2048,2025-06-05,Sports,Hyderabad,2200,9,19800,2025,6,5,Thursday,Shoes
2049,2025-09-23,Clothing,Hyderabad,1312,5,6560,2025,9,23,Tuesday,Watch
2050,2025-09-02,Electronics,Delhi,1056,7,7392,2025,9,2,Tuesday,Bag
2051,2025-10-19,Groceries,Delhi,2832,1,2832,2025,10,19,Sunday,Keyboard
2052,2024-07-13,Groceries,Bangalore,3789,5,18945,2024,7,13,Saturday,Headphones
2053,2025-08-03,Furniture,Chennai,2996,8,23968,2025,8,3,Sunday,Keyboard
2054,2024-10-04,Electronics,Hyderabad,886,8,7088,2024,10,4,Friday,Headphones
2055,2024-09-15,Furniture,Chennai,3911,1,3911,2024,9,15,Sunday,Phone
2056,2025-05-08,Furniture,Bangalore,1342,2,2684,2025,5,8,Thursday,Headphones
2057,2024-11-11,Groceries,Mumbai,387,9,3483,2024,11,11,Monday,Watch
2058,2024-11-10,Furniture,Bangalore,3533,1,3533,2024,11,10,Sunday,Camera
2059,2025-07-06,Groceries,Chennai,4116,9,37044,2025,7,6,Sunday,Camera
2060,2025-06-26,Sports,Delhi,1920,9,17280,2025,6,26,Thursday,Phone
2061,2024-07-15,Groceries,Chennai,4256,6,25536,2024,7,15,Monday,Camera
2062,2025-02-27,Sports,Chennai,3779,1,3779,2025,2,27,Thursday,TV
2063,2024-10-27,Furniture,Delhi,1720,5,8600,2024,10,27,Sunday,Headphones
2064,2024-10-24,Sports,Chennai,1702,5,8510,2024,10,24,Thursday,TV
2065,2026-03-03,Sports,Bangalore,2580,8,20640,2026,3,3,Tuesday,Bag
2066,2025-03-26,Sports,Chennai,4513,9,40617,2025,3,26,Wednesday,Camera
2067,2025-03-07,Groceries,Hyderabad,4718,5,23590,2025,3,7,Friday,Phone
2068,2025-07-19,Groceries,Hyderabad,2937,1,2937,2025,7,19,Saturday,Bag
2069,2025-06-02,Electronics,Bangalore,1710,10,17100,2025,6,2,Monday,Tablet
2070,2026-03-23,Groceries,Mumbai,868,9,7812,2026,3,23,Monday,TV
2071,2026-05-03,Furniture,Bangalore,3746,4,14984,2026,5,3,Sunday,Tablet
2072,2025-11-02,Furniture,Mumbai,1790,1,1790,2025,11,2,Sunday,TV
2073,2026-01-03,Sports,Bangalore,1410,8,11280,2026,1,3,Saturday,Headphones
2074,2026-05-10,Clothing,Chennai,4380,1,4380,2026,5,10,Sunday,Shoes
2075,2025-03-29,Clothing,Bangalore,1899,5,9495,2025,3,29,Saturday,Camera
2076,2025-09-13,Furniture,Chennai,2877,8,23016,2025,9,13,Saturday,Tablet
2077,2025-11-08,Furniture,Chennai,3844,5,19220,2025,11,8,Saturday,Laptop
2078,2025-07-11,Groceries,Chennai,2865,10,28650,2025,7,11,Friday,TV
2079,2025-09-28,Groceries,Delhi,1256,6,7536,2025,9,28,Sunday,Tablet
2080,2025-05-30,Furniture,Hyderabad,3239,7,22673,2025,5,30,Friday,Watch
2081,2025-09-11,Electronics,Hyderabad,1309,10,13090,2025,9,11,Thursday,Watch
2082,2026-02-16,Clothing,Delhi,3083,6,18498,2026,2,16,Monday,TV
2083,2025-03-16,Clothing,Chennai,4612,2,9224,2025,3,16,Sunday,Laptop
2084,2025-07-11,Furniture,Chennai,3355,3,10065,2025,7,11,Friday,TV
2085,2026-02-20,Clothing,Chennai,3215,6,19290,2026,2,20,Friday,Tablet
2086,2024-09-29,Furniture,Bangalore,3221,1,3221,2024,9,29,Sunday,Headphones
2087,2025-05-25,Clothing,Bangalore,890,5,4450,2025,5,25,Sunday,Keyboard
2088,2025-04-18,Clothing,Chennai,1799,9,16191,2025,4,18,Friday,Headphones
2089,2025-06-13,Clothing,Mumbai,1326,9,11934,2025,6,13,Friday,Camera
2090,2024-12-21,Groceries,Mumbai,1290,10,12900,2024,12,21,Saturday,Tablet
2091,2024-10-13,Groceries,Mumbai,2199,4,8796,2024,10,13,Sunday,TV
2092,2024-09-17,Sports,Hyderabad,3353,5,16765,2024,9,17,Tuesday,Phone
2093,2024-12-25,Sports,Bangalore,1636,8,13088,2024,12,25,Wednesday,Headphones
2094,2025-03-28,Groceries,Mumbai,2307,9,20763,2025,3,28,Friday,Bag
2095,2026-01-22,Groceries,Mumbai,4973,9,44757,2026,1,22,Thursday,Watch
2096,2024-11-13,Sports,Delhi,1444,1,1444,2024,11,13,Wednesday,Shoes
2097,2025-02-28,Furniture,Hyderabad,2984,6,17904,2025,2,28,Friday,Keyboard
2098,2026-06-23,Clothing,Chennai,4313,10,43130,2026,6,23,Tuesday,Camera
2099,2024-07-11,Groceries,Chennai,863,6,5178,2024,7,11,Thursday,Keyboard
2100,2026-02-28,Electronics,Hyderabad,4187,10,41870,2026,2,28,Saturday,Headphones
2101,2025-06-16,Electronics,Bangalore,2616,7,18312,2025,6,16,Monday,Bag
2102,2025-07-31,Electronics,Delhi,2110,2,4220,2025,7,31,Thursday,Bag
2103,2025-11-10,Groceries,Bangalore,2897,2,5794,2025,11,10,Monday,Camera
2104,2026-01-15,Electronics,Delhi,1136,6,6816,2026,1,15,Thursday,Camera
2105,2025-11-16,Clothing,Chennai,1609,9,14481,2025,11,16,Sunday,Watch
2106,2026-04-15,Furniture,Chennai,3138,7,21966,2026,4,15,Wednesday,Keyboard
2107,2025-10-21,Groceries,Hyderabad,4422,7,30954,2025,10,21,Tuesday,Keyboard
2108,2024-10-04,Clothing,Hyderabad,1665,9,14985,2024,10,4,Friday,Camera
2109,2025-06-15,Electronics,Bangalore,3851,5,19255,2025,6,15,Sunday,Keyboard
2110,2025-11-02,Sports,Hyderabad,2496,5,12480,2025,11,2,Sunday,Bag
2111,2026-03-10,Sports,Hyderabad,531,10,5310,2026,3,10,Tuesday,Tablet
2112,2026-02-13,Electronics,Delhi,4522,7,31654,2026,2,13,Friday,Phone
2113,2026-04-25,Electronics,Mumbai,3020,10,30200,2026,4,25,Saturday,Laptop
2114,2025-11-07,Clothing,Hyderabad,3337,4,13348,2025,11,7,Friday,Laptop
2115,2025-10-22,Sports,Chennai,3559,9,32031,2025,10,22,Wednesday,Camera
2116,2024-12-30,Electronics,Chennai,3920,9,35280,2024,12,30,Monday,Keyboard
2117,2025-10-14,Electronics,Mumbai,1998,2,3996,2025,10,14,Tuesday,Watch
2118,2025-02-23,Electronics,Hyderabad,3771,3,11313,2025,2,23,Sunday,Camera
2119,2025-08-08,Furniture,Chennai,4540,8,36320,2025,8,8,Friday,Shoes
2120,2025-09-01,Groceries,Hyderabad,2606,3,7818,2025,9,1,Monday,Shoes
2121,2025-06-17,Electronics,Hyderabad,4795,8,38360,2025,6,17,Tuesday,Watch
2122,2024-08-04,Electronics,Bangalore,806,3,2418,2024,8,4,Sunday,TV
2123,2025-07-13,Furniture,Mumbai,2290,3,6870,2025,7,13,Sunday,Shoes
2124,2024-09-13,Groceries,Mumbai,1974,7,13818,2024,9,13,Friday,Tablet
2125,2024-09-16,Electronics,Mumbai,2681,8,21448,2024,9,16,Monday,Watch
2126,2024-10-22,Clothing,Delhi,2758,7,19306,2024,10,22,Tuesday,Keyboard
2127,2024-11-15,Furniture,Delhi,2173,1,2173,2024,11,15,Friday,Shoes
2128,2025-12-18,Electronics,Hyderabad,3482,2,6964,2025,12,18,Thursday,Bag
2129,2024-12-20,Sports,Mumbai,2882,1,2882,2024,12,20,Friday,Headphones
2130,2025-10-13,Clothing,Delhi,718,6,4308,2025,10,13,Monday,Keyboard
2131,2025-12-23,Sports,Bangalore,1905,9,17145,2025,12,23,Tuesday,Phone
2132,2025-08-29,Furniture,Hyderabad,147,8,1176,2025,8,29,Friday,Keyboard
2133,2024-10-08,Furniture,Chennai,945,2,1890,2024,10,8,Tuesday,Headphones
2134,2025-03-24,Furniture,Bangalore,2398,8,19184,2025,3,24,Monday,Camera
2135,2025-02-16,Clothing,Bangalore,3087,1,3087,2025,2,16,Sunday,Keyboard
2136,2026-03-04,Furniture,Hyderabad,2166,6,12996,2026,3,4,Wednesday,Phone
2137,2025-07-05,Sports,Chennai,2348,6,14088,2025,7,5,Saturday,TV
2138,2026-04-12,Groceries,Bangalore,1012,5,5060,2026,4,12,Sunday,Bag
2139,2025-09-24,Electronics,Hyderabad,3916,9,35244,2025,9,24,Wednesday,Camera
2140,2025-05-13,Sports,Chennai,3901,5,19505,2025,5,13,Tuesday,Keyboard
2141,2026-06-09,Clothing,Hyderabad,3008,6,18048,2026,6,9,Tuesday,TV
2142,2025-09-23,Groceries,Mumbai,1099,4,4396,2025,9,23,Tuesday,Headphones
2143,2026-06-21,Sports,Hyderabad,1896,10,18960,2026,6,21,Sunday,TV
2144,2025-08-09,Groceries,Mumbai,1597,3,4791,2025,8,9,Saturday,Laptop
2145,2024-08-15,Sports,Chennai,4068,8,32544,2024,8,15,Thursday,Keyboard
2146,2025-10-31,Groceries,Chennai,141,10,1410,2025,10,31,Friday,TV
2147,2026-01-18,Clothing,Bangalore,2340,2,4680,2026,1,18,Sunday,Bag
2148,2025-05-02,Sports,Chennai,3687,2,7374,2025,5,2,Friday,Tablet
2149,2025-09-05,Clothing,Mumbai,4329,3,12987,2025,9,5,Friday,Headphones
2150,2024-12-28,Groceries,Mumbai,4933,1,4933,2024,12,28,Saturday,Laptop
2151,2025-01-08,Sports,Chennai,2559,4,10236,2025,1,8,Wednesday,Shoes
2152,2025-01-05,Electronics,Chennai,2471,2,4942,2025,1,5,Sunday,Tablet
2153,2024-07-25,Sports,Bangalore,3412,5,17060,2024,7,25,Thursday,Shoes
2154,2025-10-16,Sports,Mumbai,1026,4,4104,2025,10,16,Thursday,Bag
2155,2025-03-07,Groceries,Chennai,3330,10,33300,2025,3,7,Friday,Phone
2156,2025-07-17,Sports,Bangalore,3359,2,6718,2025,7,17,Thursday,Camera
2157,2024-09-11,Furniture,Bangalore,299,7,2093,2024,9,11,Wednesday,Tablet
2158,2025-07-15,Groceries,Chennai,2784,5,13920,2025,7,15,Tuesday,Watch
2159,2024-07-08,Clothing,Hyderabad,1582,7,11074,2024,7,8,Monday,Phone
2160,2026-05-04,Clothing,Bangalore,1644,2,3288,2026,5,4,Monday,Shoes
2161,2025-09-01,Electronics,Hyderabad,4378,8,35024,2025,9,1,Monday,Phone
2162,2024-11-18,Furniture,Chennai,405,1,405,2024,11,18,Monday,Keyboard
2163,2026-06-19,Sports,Bangalore,1169,10,11690,2026,6,19,Friday,Shoes
2164,2024-11-11,Furniture,Hyderabad,2068,9,18612,2024,11,11,Monday,Phone
2165,2024-08-19,Clothing,Hyderabad,707,2,1414,2024,8,19,Monday,Phone
2166,2026-02-26,Sports,Mumbai,1238,5,6190,2026,2,26,Thursday,Watch
2167,2026-01-29,Clothing,Bangalore,4686,8,37488,2026,1,29,Thursday,Laptop
2168,2026-01-31,Furniture,Delhi,662,8,5296,2026,1,31,Saturday,Laptop
2169,2026-04-23,Groceries,Delhi,4368,3,13104,2026,4,23,Thursday,Shoes
2170,2025-12-07,Sports,Bangalore,4377,4,17508,2025,12,7,Sunday,Laptop
2171,2025-10-07,Clothing,Bangalore,1966,8,15728,2025,10,7,Tuesday,Tablet
2172,2025-06-19,Groceries,Chennai,127,9,1143,2025,6,19,Thursday,Keyboard
2173,2026-05-20,Sports,Hyderabad,217,1,217,2026,5,20,Wednesday,Watch
2174,2026-02-05,Groceries,Hyderabad,3525,5,17625,2026,2,5,Thursday,Keyboard
2175,2025-05-11,Furniture,Chennai,4233,1,4233,2025,5,11,Sunday,Shoes
2176,2025-11-23,Sports,Hyderabad,3597,4,14388,2025,11,23,Sunday,TV
2177,2026-02-10,Furniture,Hyderabad,525,4,2100,2026,2,10,Tuesday,TV
2178,2026-03-10,Electronics,Bangalore,4790,9,43110,2026,3,10,Tuesday,Bag
2179,2025-01-13,Sports,Chennai,3850,4,15400,2025,1,13,Monday,Phone
2180,2024-07-25,Furniture,Mumbai,799,2,1598,2024,7,25,Thursday,TV
2181,2026-06-07,Clothing,Hyderabad,2152,5,10760,2026,6,7,Sunday,Shoes
2182,2024-08-10,Groceries,Bangalore,4453,8,35624,2024,8,10,Saturday,Camera
2183,2026-05-04,Electronics,Mumbai,2832,2,5664,2026,5,4,Monday,Phone
2184,2025-11-26,Clothing,Chennai,3516,9,31644,2025,11,26,Wednesday,Shoes
2185,2024-12-31,Furniture,Chennai,3761,10,37610,2024,12,31,Tuesday,Keyboard
2186,2025-07-06,Furniture,Delhi,4520,2,9040,2025,7,6,Sunday,Tablet
2187,2025-05-30,Sports,Mumbai,2746,10,27460,2025,5,30,Friday,Bag
2188,2025-11-19,Groceries,Chennai,3637,8,29096,2025,11,19,Wednesday,Camera
2189,2024-11-22,Electronics,Delhi,2837,5,14185,2024,11,22,Friday,Phone
2190,2024-11-29,Furniture,Chennai,4208,9,37872,2024,11,29,Friday,Watch
2191,2026-06-13,Clothing,Hyderabad,756,2,1512,2026,6,13,Saturday,Keyboard
2192,2025-01-07,Furniture,Delhi,2015,2,4030,2025,1,7,Tuesday,Keyboard
2193,2025-10-23,Electronics,Hyderabad,4519,1,4519,2025,10,23,Thursday,Bag
2194,2025-07-12,Clothing,Delhi,4294,10,42940,2025,7,12,Saturday,Keyboard
2195,2025-02-17,Groceries,Chennai,1066,2,2132,2025,2,17,Monday,Shoes
2196,2025-01-21,Clothing,Mumbai,2211,5,11055,2025,1,21,Tuesday,Camera
2197,2025-01-18,Sports,Bangalore,4168,2,8336,2025,1,18,Saturday,Bag
2198,2026-05-18,Groceries,Bangalore,2444,4,9776,2026,5,18,Monday,Watch
2199,2026-01-24,Furniture,Delhi,4070,6,24420,2026,1,24,Saturday,Shoes
2200,2025-08-06,Furniture,Hyderabad,857,2,1714,2025,8,6,Wednesday,Keyboard
2201,2026-05-12,Electronics,Delhi,3528,9,31752,2026,5,12,Tuesday,Tablet
2202,2024-07-21,Electronics,Hyderabad,1700,1,1700,2024,7,21,Sunday,Laptop
2203,2026-01-21,Furniture,Delhi,2746,4,10984,2026,1,21,Wednesday,Phone
2204,2026-05-21,Electronics,Mumbai,4404,3,13212,2026,5,21,Thursday,TV
2205,2025-10-05,Furniture,Chennai,784,1,784,2025,10,5,Sunday,Laptop
2206,2026-01-21,Sports,Mumbai,140,7,980,2026,1,21,Wednesday,Headphones
2207,2026-03-23,Sports,Delhi,4859,5,24295,2026,3,23,Monday,Keyboard
2208,2025-06-01,Clothing,Chennai,1541,5,7705,2025,6,1,Sunday,Bag
2209,2025-11-20,Electronics,Bangalore,4549,5,22745,2025,11,20,Thursday,Tablet
2210,2025-12-28,Groceries,Hyderabad,4898,10,48980,2025,12,28,Sunday,Laptop
2211,2025-09-12,Sports,Delhi,1667,10,16670,2025,9,12,Friday,Shoes
2212,2026-03-30,Clothing,Mumbai,1248,1,1248,2026,3,30,Monday,Keyboard
2213,2025-12-28,Clothing,Delhi,2654,10,26540,2025,12,28,Sunday,Headphones
2214,2024-07-07,Groceries,Hyderabad,1005,8,8040,2024,7,7,Sunday,Keyboard
2215,2026-04-08,Sports,Bangalore,2067,7,14469,2026,4,8,Wednesday,Shoes
2216,2025-10-04,Furniture,Delhi,3593,6,21558,2025,10,4,Saturday,Camera
2217,2026-05-25,Furniture,Mumbai,2963,1,2963,2026,5,25,Monday,Tablet
2218,2025-11-29,Electronics,Chennai,3917,10,39170,2025,11,29,Saturday,Tablet
2219,2025-06-06,Groceries,Mumbai,1282,3,3846,2025,6,6,Friday,Watch
2220,2024-08-13,Clothing,Delhi,1341,2,2682,2024,8,13,Tuesday,Bag
2221,2026-01-15,Clothing,Chennai,4498,2,8996,2026,1,15,Thursday,Tablet
2222,2025-07-04,Groceries,Mumbai,1301,8,10408,2025,7,4,Friday,Tablet
2223,2024-11-11,Clothing,Mumbai,2615,9,23535,2024,11,11,Monday,Watch
2224,2026-02-01,Groceries,Mumbai,3478,8,27824,2026,2,1,Sunday,Tablet
2225,2024-09-29,Sports,Bangalore,731,2,1462,2024,9,29,Sunday,Shoes
2226,2025-06-20,Clothing,Delhi,4927,3,14781,2025,6,20,Friday,Laptop
2227,2025-06-10,Furniture,Bangalore,3945,1,3945,2025,6,10,Tuesday,Laptop
2228,2026-01-12,Furniture,Delhi,2847,1,2847,2026,1,12,Monday,Headphones
2229,2025-05-30,Clothing,Chennai,1697,2,3394,2025,5,30,Friday,Laptop
2230,2025-12-23,Clothing,Chennai,3708,2,7416,2025,12,23,Tuesday,Keyboard
2231,2024-07-29,Clothing,Bangalore,824,9,7416,2024,7,29,Monday,Bag
2232,2026-06-23,Groceries,Mumbai,3875,2,7750,2026,6,23,Tuesday,TV
2233,2026-05-17,Groceries,Chennai,3972,9,35748,2026,5,17,Sunday,Tablet
2234,2025-01-31,Sports,Bangalore,1578,4,6312,2025,1,31,Friday,Phone
2235,2024-11-23,Groceries,Delhi,237,1,237,2024,11,23,Saturday,Watch
2236,2024-10-22,Sports,Hyderabad,2625,4,10500,2024,10,22,Tuesday,Laptop
2237,2026-02-23,Electronics,Chennai,460,5,2300,2026,2,23,Monday,Camera
2238,2026-06-23,Sports,Chennai,4424,7,30968,2026,6,23,Tuesday,Phone
2239,2025-06-21,Electronics,Chennai,328,8,2624,2025,6,21,Saturday,Camera
2240,2025-08-13,Furniture,Hyderabad,212,6,1272,2025,8,13,Wednesday,Camera
2241,2025-11-07,Clothing,Mumbai,541,5,2705,2025,11,7,Friday,Watch
2242,2025-08-11,Clothing,Delhi,4177,1,4177,2025,8,11,Monday,Bag
2243,2025-04-03,Clothing,Hyderabad,4088,6,24528,2025,4,3,Thursday,Keyboard
2244,2024-08-06,Clothing,Mumbai,4475,6,26850,2024,8,6,Tuesday,Shoes
2245,2025-02-19,Clothing,Bangalore,4606,4,18424,2025,2,19,Wednesday,TV
2246,2024-07-30,Electronics,Hyderabad,3588,5,17940,2024,7,30,Tuesday,Camera
2247,2025-06-05,Electronics,Delhi,1783,6,10698,2025,6,5,Thursday,TV
2248,2024-07-24,Electronics,Chennai,2789,3,8367,2024,7,24,Wednesday,Phone
2249,2025-01-04,Furniture,Bangalore,3127,4,12508,2025,1,4,Saturday,Watch
2250,2025-08-21,Furniture,Bangalore,4545,1,4545,2025,8,21,Thursday,TV
2251,2025-11-24,Electronics,Hyderabad,4678,7,32746,2025,11,24,Monday,Phone
2252,2026-04-18,Furniture,Bangalore,2123,5,10615,2026,4,18,Saturday,Shoes
2253,2026-04-16,Electronics,Delhi,2249,3,6747,2026,4,16,Thursday,Watch
2254,2024-12-20,Sports,Delhi,3591,4,14364,2024,12,20,Friday,Camera
2255,2026-03-02,Groceries,Hyderabad,2945,4,11780,2026,3,2,Monday,Bag
2256,2025-10-10,Furniture,Bangalore,4516,2,9032,2025,10,10,Friday,Headphones
2257,2025-09-16,Clothing,Bangalore,1133,7,7931,2025,9,16,Tuesday,Headphones
2258,2025-09-02,Groceries,Delhi,3566,6,21396,2025,9,2,Tuesday,Tablet
2259,2025-10-04,Groceries,Bangalore,3613,1,3613,2025,10,4,Saturday,Headphones
2260,2026-04-10,Groceries,Mumbai,4420,5,22100,2026,4,10,Friday,Watch
2261,2024-10-05,Electronics,Bangalore,1688,10,16880,2024,10,5,Saturday,Tablet
2262,2025-03-18,Groceries,Bangalore,3416,1,3416,2025,3,18,Tuesday,Watch
2263,2026-01-16,Furniture,Mumbai,1738,1,1738,2026,1,16,Friday,Phone
2264,2026-01-27,Furniture,Bangalore,2241,9,20169,2026,1,27,Tuesday,Bag
2265,2024-10-23,Electronics,Delhi,1434,7,10038,2024,10,23,Wednesday,Laptop
2266,2025-06-04,Furniture,Mumbai,1244,2,2488,2025,6,4,Wednesday,Camera
2267,2025-03-05,Electronics,Bangalore,1716,5,8580,2025,3,5,Wednesday,Watch
2268,2025-03-10,Groceries,Mumbai,4302,10,43020,2025,3,10,Monday,Tablet
2269,2025-04-04,Groceries,Chennai,3096,4,12384,2025,4,4,Friday,Tablet
2270,2025-04-23,Groceries,Mumbai,1281,9,11529,2025,4,23,Wednesday,Shoes
2271,2025-05-22,Furniture,Chennai,3173,7,22211,2025,5,22,Thursday,Camera
2272,2024-08-19,Clothing,Mumbai,279,5,1395,2024,8,19,Monday,Keyboard
2273,2026-05-26,Groceries,Chennai,3615,9,32535,2026,5,26,Tuesday,Camera
2274,2024-12-21,Groceries,Delhi,1648,4,6592,2024,12,21,Saturday,Watch
2275,2025-07-27,Groceries,Delhi,2422,4,9688,2025,7,27,Sunday,Shoes
2276,2026-06-16,Clothing,Delhi,3926,10,39260,2026,6,16,Tuesday,Keyboard
2277,2025-08-07,Sports,Chennai,1248,9,11232,2025,8,7,Thursday,Headphones
2278,2024-10-16,Electronics,Delhi,2662,6,15972,2024,10,16,Wednesday,Shoes
2279,2025-09-23,Clothing,Hyderabad,3993,9,35937,2025,9,23,Tuesday,Headphones
2280,2025-05-30,Clothing,Chennai,1444,8,11552,2025,5,30,Friday,Laptop
2281,2025-12-01,Clothing,Mumbai,4573,10,45730,2025,12,1,Monday,Camera
2282,2025-09-21,Groceries,Bangalore,3953,3,11859,2025,9,21,Sunday,Phone
2283,2025-01-30,Sports,Chennai,4729,7,33103,2025,1,30,Thursday,Watch
2284,2026-02-09,Electronics,Hyderabad,3529,1,3529,2026,2,9,Monday,Phone
2285,2026-05-07,Groceries,Hyderabad,537,2,1074,2026,5,7,Thursday,Bag
2286,2025-12-30,Groceries,Delhi,2842,7,19894,2025,12,30,Tuesday,Headphones
2287,2024-11-26,Electronics,Hyderabad,2932,2,5864,2024,11,26,Tuesday,Keyboard
2288,2026-03-06,Furniture,Hyderabad,2577,1,2577,2026,3,6,Friday,Keyboard
2289,2026-01-02,Groceries,Chennai,4645,5,23225,2026,1,2,Friday,Keyboard
2290,2025-07-23,Groceries,Bangalore,1098,6,6588,2025,7,23,Wednesday,Bag
2291,2026-03-04,Furniture,Bangalore,2324,2,4648,2026,3,4,Wednesday,Laptop
2292,2025-04-30,Clothing,Bangalore,1844,4,7376,2025,4,30,Wednesday,TV
2293,2025-09-11,Clothing,Delhi,4208,10,42080,2025,9,11,Thursday,Camera
2294,2026-04-24,Furniture,Bangalore,2462,2,4924,2026,4,24,Friday,Laptop
2295,2025-08-06,Clothing,Chennai,4284,4,17136,2025,8,6,Wednesday,Watch
2296,2024-11-10,Clothing,Chennai,3525,10,35250,2024,11,10,Sunday,Headphones
2297,2026-06-20,Electronics,Bangalore,2609,9,23481,2026,6,20,Saturday,Laptop
2298,2025-05-04,Groceries,Bangalore,3771,5,18855,2025,5,4,Sunday,Bag
2299,2026-03-30,Furniture,Chennai,2581,10,25810,2026,3,30,Monday,Bag
2300,2025-05-04,Electronics,Delhi,2385,8,19080,2025,5,4,Sunday,Watch
2301,2025-08-11,Groceries,Mumbai,230,5,1150,2025,8,11,Monday,Watch
2302,2024-08-25,Groceries,Chennai,988,2,1976,2024,8,25,Sunday,Shoes
2303,2025-11-28,Groceries,Chennai,884,2,1768,2025,11,28,Friday,Shoes
2304,2026-06-26,Clothing,Chennai,3943,10,39430,2026,6,26,Friday,Phone
2305,2024-12-07,Clothing,Mumbai,3561,2,7122,2024,12,7,Saturday,Bag
2306,2025-03-30,Electronics,Bangalore,1806,10,18060,2025,3,30,Sunday,Watch
2307,2025-03-22,Furniture,Hyderabad,1022,4,4088,2025,3,22,Saturday,Keyboard
2308,2025-08-01,Clothing,Bangalore,3329,2,6658,2025,8,1,Friday,Bag
2309,2024-09-29,Clothing,Hyderabad,1924,2,3848,2024,9,29,Sunday,Shoes
2310,2024-10-18,Electronics,Mumbai,342,5,1710,2024,10,18,Friday,Phone
2311,2024-08-26,Electronics,Chennai,1792,2,3584,2024,8,26,Monday,TV
2312,2026-04-26,Groceries,Hyderabad,2664,8,21312,2026,4,26,Sunday,Tablet
2313,2025-11-29,Sports,Mumbai,601,9,5409,2025,11,29,Saturday,Keyboard
2314,2025-07-28,Electronics,Delhi,393,1,393,2025,7,28,Monday,Camera
2315,2025-03-10,Furniture,Bangalore,2211,5,11055,2025,3,10,Monday,Bag
2316,2025-02-14,Groceries,Chennai,897,1,897,2025,2,14,Friday,Headphones
2317,2025-11-17,Sports,Chennai,491,7,3437,2025,11,17,Monday,Keyboard
2318,2025-02-03,Groceries,Bangalore,1423,2,2846,2025,2,3,Monday,Laptop
2319,2024-08-06,Electronics,Mumbai,4136,5,20680,2024,8,6,Tuesday,Headphones
2320,2025-12-31,Sports,Delhi,4037,5,20185,2025,12,31,Wednesday,TV
2321,2024-07-28,Groceries,Delhi,1927,4,7708,2024,7,28,Sunday,Bag
2322,2026-02-20,Groceries,Chennai,759,7,5313,2026,2,20,Friday,Keyboard
2323,2024-08-07,Groceries,Chennai,3586,5,17930,2024,8,7,Wednesday,Bag
2324,2024-08-14,Furniture,Bangalore,4112,5,20560,2024,8,14,Wednesday,Camera
2325,2025-05-18,Groceries,Hyderabad,129,8,1032,2025,5,18,Sunday,Headphones
2326,2025-11-18,Furniture,Chennai,818,5,4090,2025,11,18,Tuesday,TV
2327,2025-06-08,Clothing,Mumbai,143,6,858,2025,6,8,Sunday,Phone
2328,2024-08-26,Sports,Bangalore,3396,10,33960,2024,8,26,Monday,Bag
2329,2025-10-25,Groceries,Delhi,2374,5,11870,2025,10,25,Saturday,Laptop
2330,2025-04-07,Groceries,Bangalore,811,9,7299,2025,4,7,Monday,Headphones
2331,2025-04-26,Clothing,Chennai,736,7,5152,2025,4,26,Saturday,Shoes
2332,2024-09-06,Electronics,Bangalore,2627,4,10508,2024,9,6,Friday,TV
2333,2026-01-28,Electronics,Hyderabad,804,4,3216,2026,1,28,Wednesday,Camera
2334,2024-08-19,Clothing,Chennai,3041,10,30410,2024,8,19,Monday,Phone
2335,2024-09-17,Electronics,Mumbai,2911,4,11644,2024,9,17,Tuesday,TV
2336,2026-03-23,Groceries,Hyderabad,523,6,3138,2026,3,23,Monday,Bag
2337,2024-11-07,Electronics,Chennai,2798,2,5596,2024,11,7,Thursday,Headphones
2338,2025-01-24,Furniture,Bangalore,4045,7,28315,2025,1,24,Friday,Camera
2339,2025-02-06,Clothing,Bangalore,4415,1,4415,2025,2,6,Thursday,Tablet
2340,2025-02-27,Electronics,Hyderabad,2571,9,23139,2025,2,27,Thursday,Watch
2341,2026-01-15,Sports,Delhi,1707,9,15363,2026,1,15,Thursday,Phone
2342,2026-04-27,Sports,Chennai,4959,9,44631,2026,4,27,Monday,Laptop
2343,2025-10-12,Furniture,Mumbai,3590,5,17950,2025,10,12,Sunday,Headphones
2344,2024-10-30,Clothing,Mumbai,343,6,2058,2024,10,30,Wednesday,Keyboard
2345,2025-04-04,Sports,Bangalore,3112,8,24896,2025,4,4,Friday,Keyboard
2346,2025-02-05,Sports,Delhi,4872,6,29232,2025,2,5,Wednesday,Phone
2347,2025-01-17,Sports,Mumbai,2102,6,12612,2025,1,17,Friday,Phone
2348,2025-08-17,Sports,Bangalore,1958,9,17622,2025,8,17,Sunday,Laptop
