Order_ID,Order_Date,Category,City,Price,Quantity,Revenue
1037,2025-01-02,Clothing,Mumbai,4243,6,25458
1038,2024-12-23,Electronics,Delhi,1151,6,6906
1039,2026-06-06,Groceries,Hyderabad,1196,7,8372
1040,2024-12-12,Sports,Mumbai,1151,2,2302
1041,2024-10-27,Sports,Bangalore,2706,4,10824
1042,2025-02-10,Sports,Bangalore,1699,9,15291
1043,2025-03-22,Groceries,Mumbai,575,3,1725
1044,2025-06-24,Groceries,Hyderabad,3869,8,30952
1045,2025-11-05,Groceries,Bangalore,3265,9,29385
1046,2026-05-29,Groceries,Mumbai,666,7,4662
1047,2025-09-30,Electronics,Mumbai,3136,3,9408
1048,2025-04-29,Electronics,Mumbai,2426,2,4852
1049,2025-04-17,Groceries,Bangalore,2431,9,21879
1050,2025-03-24,Electronics,Bangalore,164,4,656
1051,2025-01-18,Clothing,Chennai,378,8,3024
1052,2025-06-05,Electronics,Mumbai,1403,7,9821
1053,2025-04-10,Sports,Mumbai,3048,7,21336
1054,2025-03-05,Furniture,Chennai,4509,3,13527
1055,2026-01-20,Clothing,Delhi,1099,3,3297
1056,2024-08-15,Clothing,Mumbai,2487,8,19896
1057,2026-01-09,Clothing,Delhi,1492,9,13428
1058,2025-02-09,Furniture,Hyderabad,1766,8,14128
1059,2024-07-02,Groceries,Hyderabad,2407,4,9628
1060,2026-01-14,Furniture,Chennai,1353,1,1353
1061,2025-04-01,Groceries,Hyderabad,3958,2,7916
1062,2026-01-24,Electronics,Mumbai,4042,3,12126
1063,2024-07-06,Clothing,Bangalore,3529,3,10587
1064,2026-02-19,Sports,Hyderabad,2149,6,12894
1065,2025-01-13,Electronics,Bangalore,1935,6,11610
1066,2026-06-03,Clothing,Bangalore,3222,1,3222
1067,2025-11-17,Clothing,Bangalore,4074,7,28518
1068,2024-07-22,Clothing,Hyderabad,2547,3,7641
1069,2026-04-21,Furniture,Mumbai,2563,2,5126
1070,2025-03-09,Sports,Hyderabad,3446,9,31014
1071,2025-04-26,Sports,Bangalore,2603,10,26030
1072,2025-07-17,Clothing,Mumbai,1019,7,7133
1073,2025-04-15,Electronics,Chennai,1235,8,9880
1074,2026-03-08,Furniture,Bangalore,3817,10,38170
1075,2026-06-16,Clothing,Hyderabad,1213,10,12130
1076,2025-10-18,Sports,Bangalore,1086,2,2172
1077,2026-06-28,Sports,Delhi,1416,4,5664
1078,2026-05-30,Clothing,Hyderabad,1318,9,11862
1079,2026-04-25,Groceries,Chennai,4902,1,4902
1080,2025-02-16,Sports,Chennai,4966,2,9932
1081,2024-07-15,Electronics,Delhi,201,8,1608
1082,2024-08-18,Sports,Bangalore,2812,2,5624
1083,2026-03-30,Groceries,Delhi,1793,9,16137
1084,2025-01-24,Clothing,Mumbai,792,10,7920
1085,2025-10-01,Groceries,Delhi,627,3,1881
1086,2024-12-21,Sports,Hyderabad,3218,2,6436
1087,2024-09-16,Electronics,Delhi,815,7,5705
1088,2024-07-20,Groceries,Delhi,403,10,4030
1089,2026-03-26,Electronics,Delhi,3284,9,29556
1090,2025-02-03,Sports,Mumbai,697,10,6970
1091,2025-11-16,Electronics,Bangalore,3523,9,31707
1092,2026-02-19,Sports,Bangalore,4336,10,43360
1093,2025-03-23,Sports,Delhi,4187,3,12561
1094,2025-05-16,Clothing,Chennai,2455,1,2455
1095,2025-12-05,Clothing,Bangalore,3072,8,24576
1096,2025-07-05,Groceries,Hyderabad,2922,1,2922
1097,2025-05-14,Sports,Hyderabad,324,9,2916
1098,2025-05-16,Sports,Chennai,4619,3,13857
1099,2025-05-17,Clothing,Chennai,1185,9,10665
1100,2024-10-29,Furniture,Hyderabad,3506,2,7012
1101,2024-08-27,Sports,Chennai,2789,6,16734
1102,2025-08-31,Clothing,Bangalore,3694,8,29552
1103,2026-03-29,Clothing,Delhi,2099,4,8396
1104,2026-06-08,Clothing,Delhi,4291,4,17164
1105,2024-07-11,Clothing,Mumbai,4972,6,29832
1106,2025-06-28,Electronics,Hyderabad,1374,1,1374
1107,2025-01-10,Furniture,Bangalore,4443,7,31101
1108,2026-02-19,Clothing,Chennai,3619,8,28952
1109,2025-06-29,Electronics,Chennai,4309,9,38781
1110,2025-04-03,Sports,Chennai,2100,3,6300
1111,2024-10-17,Furniture,Mumbai,2785,2,5570
1112,2024-09-14,Furniture,Hyderabad,2264,6,13584
1113,2026-01-23,Sports,Delhi,4196,10,41960
1114,2024-08-25,Electronics,Bangalore,3361,4,13444
1115,2024-10-23,Clothing,Hyderabad,1920,4,7680
1116,2026-04-29,Groceries,Chennai,4074,9,36666
1117,2025-10-22,Electronics,Hyderabad,3632,4,14528
1118,2026-03-17,Sports,Delhi,2126,1,2126
1119,2025-03-01,Furniture,Delhi,1388,3,4164
1120,2025-04-18,Clothing,Hyderabad,1409,8,11272
1121,2024-07-21,Groceries,Hyderabad,1118,2,2236
1122,2026-01-25,Electronics,Bangalore,4401,2,8802
1123,2025-06-10,Groceries,Chennai,2317,10,23170
1124,2025-02-23,Groceries,Delhi,1073,5,5365
1125,2025-03-15,Electronics,Delhi,2883,8,23064
1126,2024-10-18,Groceries,Mumbai,839,8,6712
1127,2024-12-20,Clothing,Delhi,1236,7,8652
1128,2026-06-11,Electronics,Bangalore,3698,10,36980
1129,2024-07-09,Clothing,Delhi,1839,3,5517
1130,2025-03-28,Groceries,Mumbai,4745,9,42705
1131,2024-08-27,Furniture,Delhi,387,5,1935
1132,2025-12-21,Sports,Chennai,3795,5,18975
1133,2024-12-08,Sports,Mumbai,3338,6,20028
1134,2024-12-03,Clothing,Mumbai,2094,7,14658
1135,2024-10-29,Furniture,Chennai,4739,10,47390
1136,2025-07-29,Clothing,Bangalore,4806,9,43254
1137,2026-04-06,Clothing,Delhi,1963,1,1963
1138,2025-09-15,Electronics,Mumbai,4741,4,18964
1139,2025-09-21,Furniture,Bangalore,3835,1,3835
1140,2026-03-16,Furniture,Bangalore,433,4,1732
1141,2025-08-17,Clothing,Mumbai,4749,3,14247
1142,2026-05-16,Clothing,Bangalore,240,5,1200
1143,2024-11-15,Electronics,Bangalore,4383,3,13149
1144,2025-02-05,Groceries,Mumbai,4239,6,25434
1145,2026-01-21,Electronics,Hyderabad,2519,6,15114
1146,2024-12-19,Furniture,Chennai,2542,1,2542
1147,2025-11-17,Furniture,Hyderabad,294,7,2058
1148,2025-03-08,Electronics,Delhi,2529,6,15174
1149,2024-12-08,Sports,Delhi,4630,8,37040
1150,2025-05-12,Furniture,Delhi,3537,8,28296
1151,2026-05-06,Furniture,Chennai,3702,8,29616
1152,2025-12-08,Sports,Hyderabad,2261,7,15827
1153,2026-04-02,Clothing,Chennai,2485,4,9940
1154,2025-02-03,Clothing,Mumbai,1256,2,2512
1155,2025-07-09,Furniture,Bangalore,1532,10,15320
1156,2025-04-16,Sports,Delhi,1988,4,7952
1157,2024-09-07,Sports,Bangalore,4568,7,31976
1158,2024-08-22,Electronics,Hyderabad,667,5,3335
1159,2025-01-10,Clothing,Hyderabad,707,8,5656
1160,2024-09-24,Sports,Bangalore,4370,9,39330
1161,2026-01-06,Sports,Delhi,2119,2,4238
1162,2025-10-25,Furniture,Mumbai,3240,2,6480
1163,2025-04-06,Sports,Delhi,2664,9,23976
1164,2025-04-30,Groceries,Chennai,4104,7,28728
1165,2024-08-29,Sports,Delhi,4712,10,47120
1166,2025-03-11,Electronics,Delhi,4557,6,27342
1167,2024-11-30,Clothing,Bangalore,3531,5,17655
1168,2025-03-31,Electronics,Bangalore,2970,5,14850
1169,2024-07-15,Sports,Delhi,1229,4,4916
1170,2026-06-04,Clothing,Hyderabad,810,10,8100
1171,2026-05-27,Groceries,Chennai,1261,3,3783
1172,2026-04-18,Groceries,Chennai,2352,5,11760
1173,2025-10-16,Clothing,Mumbai,3424,6,20544
1174,2025-05-03,Sports,Chennai,1082,7,7574
1175,2025-05-05,Groceries,Mumbai,798,3,2394
1176,2025-08-04,Sports,Chennai,1111,3,3333
1177,2025-02-03,Groceries,Chennai,3466,10,34660
1178,2026-01-03,Sports,Chennai,4224,4,16896
1179,2024-10-28,Furniture,Hyderabad,1965,3,5895
1180,2024-11-11,Furniture,Chennai,3267,8,26136
1181,2025-12-12,Clothing,Bangalore,466,10,4660
1182,2025-03-09,Clothing,Mumbai,4705,6,28230
1183,2024-08-31,Clothing,Mumbai,2419,4,9676
1184,2025-05-01,Electronics,Delhi,2852,1,2852
1185,2025-03-26,Furniture,Bangalore,4569,5,22845
1186,2024-07-19,Furniture,Delhi,4671,4,18684
1187,2025-06-10,Clothing,Hyderabad,3056,5,15280
1188,2025-07-23,Groceries,Delhi,4747,6,28482
1189,2025-07-06,Furniture,Bangalore,1863,7,13041
1190,2024-11-19,Groceries,Chennai,3727,7,26089
1191,2026-06-24,Sports,Mumbai,2616,9,23544
1192,2024-12-17,Electronics,Bangalore,2719,10,27190
1193,2025-07-08,Furniture,Mumbai,2802,3,8406
1194,2026-06-25,Clothing,Chennai,2073,2,4146
1195,2025-08-17,Groceries,Delhi,3213,7,22491
1196,2025-12-16,Groceries,Hyderabad,3093,8,24744
1197,2025-02-26,Sports,Mumbai,4419,3,13257
1198,2025-07-24,Clothing,Hyderabad,1406,3,4218
1199,2025-06-28,Sports,Chennai,101,2,202
1200,2026-04-18,Clothing,Hyderabad,2297,9,20673
1201,2025-08-30,Sports,Mumbai,1926,6,11556
1202,2025-08-19,Electronics,Bangalore,1907,6,11442
1203,2024-12-10,Electronics,Hyderabad,4980,3,14940
1204,2025-05-19,Electronics,Hyderabad,1049,8,8392
1205,2024-11-09,Sports,Bangalore,1569,5,7845
1206,2024-09-23,Electronics,Mumbai,3278,10,32780
1207,2025-02-16,Furniture,Chennai,948,3,2844
1208,2026-03-03,Groceries,Delhi,4433,9,39897
1209,2025-06-06,Clothing,Hyderabad,986,4,3944
1210,2026-06-19,Furniture,Chennai,3119,7,21833
1211,2024-11-26,Sports,Bangalore,2854,10,28540
1212,2025-05-05,Electronics,Bangalore,2242,8,17936
1213,2025-06-11,Electronics,Mumbai,3902,2,7804
1214,2025-11-23,Sports,Chennai,182,3,546
1215,2024-09-02,Furniture,Chennai,4028,3,12084
1216,2025-09-22,Furniture,Bangalore,184,10,1840
1217,2025-02-26,Furniture,Mumbai,4341,10,43410
1218,2025-07-29,Sports,Chennai,2224,3,6672
1219,2025-02-12,Furniture,Hyderabad,1361,5,6805
1220,2025-03-01,Sports,Bangalore,4998,6,29988
1221,2024-11-20,Groceries,Delhi,287,7,2009
1222,2026-05-04,Electronics,Bangalore,3511,10,35110
1223,2024-09-20,Clothing,Hyderabad,3046,8,24368
1224,2024-07-31,Furniture,Bangalore,1383,7,9681
1225,2025-06-28,Groceries,Bangalore,1185,8,9480
1226,2025-06-04,Clothing,Hyderabad,3143,3,9429
1227,2026-04-17,Furniture,Delhi,4178,4,16712
1228,2025-05-08,Clothing,Hyderabad,4194,6,25164
1229,2025-09-11,Furniture,Delhi,2194,3,6582
1230,2025-09-28,Sports,Bangalore,3436,9,30924
1231,2024-12-01,Clothing,Hyderabad,4113,10,41130
1232,2026-05-29,Clothing,Hyderabad,4532,5,22660
1233,2025-06-23,Furniture,Hyderabad,4627,2,9254
1234,2026-06-22,Furniture,Mumbai,2507,6,15042
1235,2025-05-23,Groceries,Mumbai,1542,2,3084
1236,2025-12-02,Electronics,Bangalore,4720,7,33040
1237,2024-12-29,Groceries,Mumbai,2499,8,19992
1238,2026-01-27,Groceries,Mumbai,4736,1,4736
1239,2024-12-25,Groceries,Bangalore,2667,5,13335
1240,2025-11-17,Sports,Chennai,4928,5,24640
1241,2025-04-22,Furniture,Bangalore,1972,3,5916
1242,2026-02-16,Groceries,Delhi,1193,7,8351
1243,2025-04-17,Clothing,Delhi,1696,4,6784
1244,2024-09-10,Electronics,Bangalore,2725,7,19075
1245,2025-02-11,Electronics,Mumbai,4980,6,29880
1246,2024-10-19,Furniture,Delhi,2185,7,15295
1247,2026-03-13,Groceries,Mumbai,1359,6,8154
1248,2025-11-05,Furniture,Hyderabad,1622,10,16220
1249,2024-07-24,Sports,Hyderabad,3698,8,29584
1250,2025-11-18,Groceries,Mumbai,356,4,1424
1251,2024-09-25,Groceries,Delhi,992,4,3968
1252,2025-10-24,Furniture,Hyderabad,2213,3,6639
1253,2025-01-01,Electronics,Delhi,3540,5,17700
1254,2024-12-14,Sports,Chennai,2248,6,13488
1255,2026-06-17,Electronics,Hyderabad,972,2,1944
1256,2025-01-17,Electronics,Bangalore,1979,8,15832
1257,2026-04-01,Groceries,Mumbai,2080,8,16640
1258,2025-06-29,Furniture,Mumbai,1554,9,13986
1259,2024-12-10,Sports,Delhi,4283,9,38547
1260,2024-12-26,Sports,Mumbai,1707,2,3414
1261,2026-06-17,Furniture,Delhi,2381,7,16667
1262,2026-03-05,Groceries,Chennai,1886,1,1886
1263,2025-03-16,Clothing,Delhi,4764,6,28584
1264,2024-07-29,Clothing,Bangalore,1121,6,6726
1265,2025-03-28,Groceries,Delhi,3184,1,3184
1266,2025-07-02,Electronics,Hyderabad,1345,1,1345
1267,2025-12-08,Electronics,Chennai,3152,8,25216
1268,2025-08-06,Electronics,Mumbai,3583,6,21498
1269,2024-07-22,Clothing,Chennai,1618,8,12944
1270,2025-02-04,Sports,Delhi,3117,7,21819
1271,2025-09-17,Electronics,Chennai,4542,8,36336
1272,2025-01-28,Electronics,Mumbai,1366,3,4098
1273,2025-05-14,Electronics,Bangalore,2199,8,17592
1274,2025-03-17,Furniture,Bangalore,1607,4,6428
1275,2025-07-28,Furniture,Mumbai,541,4,2164
1276,2026-04-14,Electronics,Hyderabad,4367,6,26202
1277,2024-12-11,Sports,Hyderabad,4957,1,4957
1278,2025-08-30,Furniture,Bangalore,4587,2,9174
1279,2025-06-08,Groceries,Chennai,3397,8,27176
1280,2024-11-26,Electronics,Bangalore,3659,4,14636
1281,2024-08-02,Groceries,Chennai,1209,10,12090
1282,2026-04-06,Electronics,Chennai,1300,8,10400
1283,2026-04-15,Furniture,Chennai,3694,9,33246
1284,2025-07-06,Electronics,Delhi,3440,9,30960
1285,2025-02-26,Electronics,Delhi,3281,1,3281
1286,2025-10-22,Furniture,Mumbai,3370,7,23590
1287,2025-12-16,Furniture,Bangalore,4410,4,17640
1288,2026-04-05,Clothing,Hyderabad,4253,6,25518
1289,2025-08-22,Groceries,Hyderabad,2353,5,11765
1290,2025-05-10,Clothing,Delhi,4141,9,37269
1291,2025-08-22,Sports,Bangalore,4697,5,23485
1292,2025-04-07,Furniture,Mumbai,1312,9,11808
1293,2024-11-12,Furniture,Bangalore,4127,7,28889
1294,2024-07-28,Furniture,Bangalore,4544,1,4544
1295,2025-11-10,Groceries,Chennai,2084,9,18756
1296,2026-05-20,Sports,Bangalore,2701,6,16206
1297,2025-10-25,Electronics,Chennai,3571,2,7142
1298,2026-03-26,Groceries,Delhi,663,7,4641
1299,2025-04-11,Groceries,Delhi,1854,4,7416
1300,2025-12-26,Electronics,Bangalore,3803,1,3803
1301,2025-09-18,Groceries,Delhi,3449,7,24143
1302,2025-08-27,Clothing,Delhi,4056,10,40560
1303,2025-08-16,Sports,Hyderabad,1988,4,7952
1304,2025-08-04,Furniture,Mumbai,3648,8,29184
1305,2025-11-24,Electronics,Chennai,2855,6,17130
1306,2026-04-11,Clothing,Delhi,3223,3,9669
1307,2026-05-23,Electronics,Bangalore,2721,2,5442
1308,2025-10-21,Sports,Mumbai,671,3,2013
1309,2024-08-16,Sports,Mumbai,4854,6,29124
1310,2025-12-25,Furniture,Hyderabad,4477,10,44770
1311,2026-03-07,Clothing,Delhi,3984,2,7968
1312,2024-07-28,Clothing,Hyderabad,3945,7,27615
1313,2025-09-01,Sports,Delhi,1597,1,1597
1314,2025-12-29,Clothing,Hyderabad,1625,3,4875
1315,2024-10-09,Groceries,Delhi,2234,7,15638
1316,2024-08-17,Electronics,Hyderabad,981,3,2943
1317,2024-09-07,Electronics,Hyderabad,924,7,6468
1318,2024-11-21,Clothing,Delhi,2939,6,17634
1319,2025-05-14,Clothing,Delhi,960,5,4800
1320,2024-11-08,Clothing,Chennai,2426,8,19408
1321,2024-08-01,Furniture,Delhi,1764,10,17640
1322,2026-06-22,Sports,Hyderabad,3676,6,22056
1323,2026-02-02,Clothing,Bangalore,1002,1,1002
1324,2024-12-29,Groceries,Mumbai,3366,7,23562
1325,2024-12-04,Sports,Mumbai,4883,5,24415
1326,2024-10-31,Clothing,Chennai,4057,2,8114
1327,2025-08-26,Sports,Mumbai,4592,9,41328
1328,2024-08-18,Sports,Hyderabad,1681,6,10086
1329,2025-08-21,Furniture,Delhi,592,10,5920
1330,2025-06-14,Groceries,Mumbai,2945,9,26505
1331,2026-01-12,Sports,Delhi,3493,4,13972
1332,2025-01-18,Electronics,Delhi,2775,6,16650
1333,2026-02-14,Sports,Hyderabad,2409,8,19272
1334,2025-10-21,Electronics,Chennai,2660,6,15960
1335,2024-09-04,Furniture,Hyderabad,993,6,5958
1336,2025-11-26,Sports,Chennai,497,2,994
1337,2026-06-14,Sports,Bangalore,1373,1,1373
1338,2026-06-14,Furniture,Hyderabad,3244,4,12976
1339,2024-09-14,Electronics,Mumbai,1132,1,1132
1340,2025-07-22,Sports,Hyderabad,2838,4,11352
1341,2025-09-08,Clothing,Hyderabad,3179,4,12716
1342,2024-08-27,Sports,Delhi,881,7,6167
1343,2025-03-01,Clothing,Chennai,1591,1,1591
1344,2026-01-14,Sports,Chennai,4605,7,32235
1345,2024-10-01,Groceries,Bangalore,4803,9,43227
1346,2024-08-25,Furniture,Delhi,271,8,2168
1347,2026-02-23,Electronics,Hyderabad,1023,10,10230
1348,2026-06-11,Groceries,Delhi,4841,8,38728
1349,2024-10-09,Furniture,Hyderabad,866,3,2598
1350,2025-07-29,Furniture,Mumbai,4721,7,33047
1351,2025-08-28,Furniture,Chennai,2139,4,8556
1352,2026-01-02,Clothing,Mumbai,2699,1,2699
1353,2025-08-02,Sports,Chennai,3605,4,14420
1354,2025-05-05,Groceries,Delhi,865,2,1730
1355,2026-06-03,Furniture,Chennai,127,2,254
1356,2025-10-16,Electronics,Bangalore,723,10,7230
1357,2025-11-18,Electronics,Hyderabad,3036,7,21252
1358,2024-12-12,Groceries,Delhi,1054,1,1054
1359,2026-06-16,Electronics,Mumbai,1142,8,9136
1360,2026-03-27,Clothing,Chennai,401,7,2807
1361,2026-04-16,Electronics,Mumbai,1947,10,19470
1362,2025-09-04,Electronics,Delhi,1529,4,6116
1363,2024-08-21,Furniture,Chennai,3374,7,23618
1364,2025-05-04,Furniture,Delhi,1164,8,9312
1365,2026-05-20,Clothing,Hyderabad,4994,7,34958
1366,2024-08-10,Furniture,Hyderabad,3633,9,32697
1367,2026-01-31,Electronics,Hyderabad,2205,6,13230
1368,2024-11-19,Groceries,Delhi,2952,1,2952
1369,2025-01-11,Sports,Delhi,3688,2,7376
1370,2026-03-24,Groceries,Bangalore,2739,8,21912
1371,2025-05-18,Groceries,Bangalore,1521,1,1521
1372,2026-04-30,Sports,Mumbai,2520,2,5040
1373,2026-01-19,Electronics,Delhi,2568,10,25680
1374,2025-06-09,Furniture,Mumbai,2201,5,11005
1375,2025-03-28,Clothing,Bangalore,3705,7,25935
1376,2025-04-09,Sports,Delhi,3833,4,15332
1377,2025-08-04,Sports,Mumbai,1696,4,6784
1378,2026-03-12,Groceries,Mumbai,703,1,703
1379,2025-06-12,Groceries,Hyderabad,2131,4,8524
1380,2026-03-03,Clothing,Mumbai,2477,6,14862
1381,2025-03-31,Clothing,Mumbai,3162,10,31620
1382,2025-08-29,Furniture,Mumbai,969,6,5814
1383,2025-05-20,Furniture,Bangalore,2196,10,21960
1384,2026-04-14,Electronics,Delhi,3398,4,13592
1385,2025-01-10,Groceries,Hyderabad,1750,3,5250
1386,2025-03-31,Electronics,Bangalore,3523,1,3523
1387,2025-04-03,Clothing,Chennai,3572,1,3572
1388,2025-10-01,Clothing,Hyderabad,1376,6,8256
1389,2024-12-27,Electronics,Bangalore,2266,4,9064
1390,2025-08-17,Clothing,Hyderabad,191,3,573
1391,2026-05-08,Electronics,Bangalore,1887,1,1887
1392,2025-01-11,Sports,Hyderabad,4701,7,32907
1393,2024-07-27,Sports,Delhi,3803,3,11409
1394,2024-10-13,Groceries,Bangalore,1984,8,15872
1395,2026-02-23,Furniture,Hyderabad,3471,1,3471
1396,2026-06-10,Furniture,Hyderabad,4458,1,4458
1397,2025-07-18,Electronics,Delhi,2039,9,18351
1398,2025-09-07,Sports,Delhi,1033,8,8264
1399,2024-10-23,Clothing,Bangalore,707,6,4242
1400,2026-04-02,Furniture,Mumbai,142,9,1278
1401,2025-04-03,Clothing,Chennai,3146,8,25168
1402,2024-12-02,Electronics,Mumbai,4689,10,46890
1403,2025-05-21,Sports,Chennai,966,7,6762
1404,2026-05-11,Furniture,Chennai,4773,6,28638
1405,2025-01-08,Groceries,Mumbai,3215,8,25720
1406,2025-02-28,Furniture,Mumbai,554,3,1662
1407,2025-02-02,Groceries,Delhi,3684,5,18420
1408,2025-05-12,Groceries,Delhi,1682,5,8410
1409,2025-07-03,Furniture,Mumbai,2195,2,4390
1410,2025-01-17,Sports,Chennai,1235,6,7410
1411,2025-08-06,Clothing,Mumbai,3569,7,24983
1412,2025-08-07,Furniture,Mumbai,1383,7,9681
1413,2026-03-10,Furniture,Mumbai,2003,6,12018
1414,2025-10-11,Clothing,Hyderabad,2544,5,12720
1415,2025-08-01,Clothing,Hyderabad,700,3,2100
1416,2025-02-15,Clothing,Chennai,2119,10,21190
1417,2026-03-11,Clothing,Delhi,2712,7,18984
1418,2025-05-09,Groceries,Bangalore,2820,9,25380
1419,2025-12-19,Groceries,Chennai,1320,10,13200
1420,2024-08-15,Groceries,Mumbai,993,1,993
1421,2024-08-26,Clothing,Bangalore,1996,5,9980
1422,2024-10-09,Electronics,Bangalore,4145,9,37305
1423,2025-08-11,Clothing,Delhi,2744,1,2744
1424,2025-05-02,Sports,Hyderabad,2740,10,27400
1425,2024-10-06,Clothing,Chennai,258,3,774
1426,2025-04-10,Groceries,Delhi,4528,7,31696
1427,2024-07-21,Electronics,Hyderabad,4365,3,13095
1428,2025-10-05,Groceries,Chennai,4980,1,4980
1429,2025-09-11,Furniture,Delhi,828,7,5796
1430,2026-04-28,Clothing,Chennai,4414,9,39726
1431,2025-05-12,Furniture,Bangalore,4239,10,42390
1432,2025-05-05,Furniture,Hyderabad,538,7,3766
1433,2025-12-23,Groceries,Bangalore,2509,1,2509
1434,2026-02-19,Furniture,Bangalore,2399,10,23990
1435,2026-03-12,Electronics,Hyderabad,4812,7,33684
1436,2025-06-16,Sports,Hyderabad,4413,10,44130
1437,2024-12-16,Groceries,Chennai,468,2,936
1438,2024-10-14,Electronics,Hyderabad,1298,2,2596
1439,2025-12-20,Furniture,Chennai,3605,8,28840
1440,2026-05-18,Sports,Chennai,4539,3,13617
1441,2025-01-31,Sports,Chennai,4308,6,25848
1442,2024-12-24,Groceries,Bangalore,2680,3,8040
1443,2024-11-10,Sports,Mumbai,1582,2,3164
1444,2026-06-26,Electronics,Delhi,2442,1,2442
1445,2025-01-17,Clothing,Bangalore,800,7,5600
1446,2024-12-18,Electronics,Bangalore,3794,6,22764
1447,2024-12-05,Furniture,Chennai,4005,1,4005
1448,2024-12-07,Clothing,Delhi,1073,7,7511
1449,2025-05-22,Furniture,Mumbai,1269,3,3807
1450,2024-08-22,Clothing,Hyderabad,2673,2,5346
1451,2025-08-02,Sports,Bangalore,3731,1,3731
1452,2025-06-30,Groceries,Bangalore,3455,1,3455
1453,2026-04-27,Furniture,Delhi,1639,3,4917
1454,2025-03-22,Clothing,Mumbai,3462,6,20772
1455,2024-07-24,Furniture,Chennai,4433,1,4433
1456,2025-03-14,Furniture,Chennai,4776,6,28656
1457,2025-08-03,Furniture,Mumbai,1825,4,7300
1458,2025-10-26,Clothing,Bangalore,3434,1,3434
1459,2026-06-07,Sports,Hyderabad,1271,7,8897
1460,2026-02-01,Groceries,Delhi,3162,2,6324
1461,2026-06-12,Sports,Mumbai,4787,9,43083
1462,2026-04-27,Sports,Delhi,1700,10,17000
1463,2025-09-28,Furniture,Chennai,2672,9,24048
1464,2025-07-06,Electronics,Hyderabad,2815,5,14075
1465,2025-10-29,Sports,Mumbai,912,8,7296
1466,2024-11-21,Furniture,Hyderabad,4869,9,43821
1467,2026-05-28,Electronics,Hyderabad,2723,3,8169
1468,2026-01-14,Groceries,Chennai,3919,3,11757
1469,2025-07-18,Sports,Bangalore,994,3,2982
1470,2026-01-14,Groceries,Mumbai,4684,5,23420
1471,2024-10-04,Electronics,Bangalore,3275,7,22925
1472,2025-10-21,Clothing,Mumbai,4456,3,13368
1473,2026-05-14,Electronics,Mumbai,1667,1,1667
1474,2025-12-30,Clothing,Hyderabad,2862,8,22896
1475,2025-12-11,Furniture,Chennai,2674,3,8022
1476,2025-01-15,Furniture,Hyderabad,2997,9,26973
1477,2025-01-11,Sports,Hyderabad,3026,7,21182
1478,2025-05-20,Groceries,Hyderabad,4507,8,36056
1479,2025-05-15,Groceries,Chennai,2206,5,11030
1480,2025-10-05,Groceries,Chennai,434,8,3472
1481,2024-07-09,Clothing,Mumbai,420,6,2520
1482,2026-05-18,Clothing,Chennai,2525,3,7575
1483,2025-09-25,Groceries,Delhi,2736,6,16416
1484,2026-05-11,Clothing,Bangalore,3700,5,18500
1485,2025-03-16,Groceries,Chennai,4098,6,24588
1486,2026-06-02,Sports,Chennai,3093,2,6186
1487,2026-06-20,Electronics,Mumbai,1418,3,4254
1488,2025-03-17,Groceries,Hyderabad,4365,5,21825
1489,2026-06-03,Electronics,Chennai,1347,6,8082
1490,2026-01-28,Sports,Hyderabad,984,5,4920
1491,2025-12-12,Sports,Delhi,4756,6,28536
1492,2025-03-01,Groceries,Delhi,176,7,1232
1493,2025-11-29,Electronics,Delhi,1135,1,1135
1494,2025-07-24,Groceries,Chennai,3725,3,11175
1495,2025-03-29,Electronics,Delhi,3143,9,28287
1496,2025-10-15,Electronics,Chennai,2425,1,2425
1497,2025-09-25,Sports,Delhi,3710,6,22260
1498,2026-05-25,Clothing,Delhi,2999,10,29990
1499,2024-11-18,Sports,Chennai,2660,8,21280
1500,2025-01-14,Electronics,Chennai,4220,3,12660
1501,2025-07-01,Furniture,Delhi,2721,2,5442
1502,2026-01-07,Groceries,Delhi,1688,1,1688
1503,2025-07-02,Clothing,Bangalore,2346,7,16422
1504,2025-11-07,Clothing,Chennai,850,5,4250
1505,2026-06-22,Electronics,Hyderabad,2858,3,8574
1506,2025-02-20,Furniture,Chennai,3053,4,12212
1507,2025-06-25,Clothing,Bangalore,1619,4,6476
1508,2025-10-01,Furniture,Chennai,3123,7,21861
1509,2026-03-22,Groceries,Chennai,2517,8,20136
1510,2024-09-26,Groceries,Mumbai,1625,1,1625
1511,2025-01-29,Furniture,Chennai,1697,6,10182
1512,2026-01-26,Groceries,Mumbai,2004,5,10020
1513,2024-12-29,Sports,Bangalore,1084,4,4336
1514,2025-01-21,Sports,Bangalore,4367,5,21835
1515,2026-06-08,Furniture,Bangalore,3088,10,30880
1516,2025-07-05,Clothing,Mumbai,4474,7,31318
1517,2025-12-15,Groceries,Delhi,1562,8,12496
1518,2025-09-23,Furniture,Mumbai,4102,1,4102
1519,2025-03-09,Clothing,Chennai,3829,3,11487
1520,2025-03-31,Furniture,Hyderabad,4869,4,19476
1521,2024-11-04,Groceries,Bangalore,4619,1,4619
1522,2026-04-29,Clothing,Chennai,1046,3,3138
1523,2024-12-09,Electronics,Bangalore,509,9,4581
1524,2025-10-16,Electronics,Bangalore,4898,2,9796
1525,2026-02-04,Electronics,Mumbai,159,1,159
1526,2024-10-03,Sports,Hyderabad,2705,9,24345
1527,2025-01-25,Groceries,Hyderabad,1913,9,17217
